graph_id,source,generator,tier,num_nodes,num_edges,gen_params,layout_algorithm,layout_seed,graph_path,image_path,density,density_bucket,pred_num_vertices,pred_num_edges,abs_edge_error,abs_vertex_error,category,split
syn_erdos_renyi_small_0004,synthetic,erdos_renyi,small,23,67,"{""n"": 23, ""p"": 0.22448208234723832}",graphviz_sfdp,1742937077,data/raw/synthetic/syn_erdos_renyi_small_0004.graphml,data/images/syn_erdos_renyi_small_0004.png,0.2648221343873518,medium,22,77,10,1,in_distribution_normal,test
syn_erdos_renyi_small_0015,synthetic,erdos_renyi,small,20,16,"{""n"": 20, ""p"": 0.12743572990578528}",graphviz_sfdp,2217016982,data/raw/synthetic/syn_erdos_renyi_small_0015.graphml,data/images/syn_erdos_renyi_small_0015.png,0.0842105263157894,sparse,20,17,1,0,in_distribution_normal,test
syn_erdos_renyi_small_0017,synthetic,erdos_renyi,small,13,10,"{""n"": 13, ""p"": 0.1319172386062492}",graphviz_sfdp,2307814616,data/raw/synthetic/syn_erdos_renyi_small_0017.graphml,data/images/syn_erdos_renyi_small_0017.png,0.1282051282051282,sparse,12,9,1,1,in_distribution_normal,test
syn_erdos_renyi_medium_0027,synthetic,erdos_renyi,medium,45,185,"{""n"": 45, ""p"": 0.17115820513384045}",graphviz_sfdp,4069816967,data/raw/synthetic/syn_erdos_renyi_medium_0027.graphml,data/images/syn_erdos_renyi_medium_0027.png,0.1868686868686868,medium,44,197,12,1,in_distribution_normal,test
syn_erdos_renyi_small_0001,synthetic,erdos_renyi,small,12,12,"{""n"": 12, ""p"": 0.14326971507144154}",graphviz_sfdp,1534053797,data/raw/synthetic/syn_erdos_renyi_small_0001.graphml,data/images/syn_erdos_renyi_small_0001.png,0.1818181818181818,medium,11,10,2,1,in_distribution_normal,test
syn_erdos_renyi_tiny_0064,synthetic,erdos_renyi,tiny,5,2,"{""n"": 5, ""p"": 0.22050012136107888}",graphviz_sfdp,1261223460,data/raw/synthetic/syn_erdos_renyi_tiny_0064.graphml,data/images/syn_erdos_renyi_tiny_0064.png,0.2,medium,5,2,0,0,in_distribution_normal,test
syn_erdos_renyi_small_0025,synthetic,erdos_renyi,small,25,25,"{""n"": 25, ""p"": 0.07186796673333036}",graphviz_sfdp,2486239899,data/raw/synthetic/syn_erdos_renyi_small_0025.graphml,data/images/syn_erdos_renyi_small_0025.png,0.0833333333333333,sparse,23,25,0,2,in_distribution_normal,test
syn_erdos_renyi_tiny_0022,synthetic,erdos_renyi,tiny,10,12,"{""n"": 10, ""p"": 0.26210381099287894}",graphviz_sfdp,2141017648,data/raw/synthetic/syn_erdos_renyi_tiny_0022.graphml,data/images/syn_erdos_renyi_tiny_0022.png,0.2666666666666666,medium,10,9,3,0,in_distribution_normal,test
syn_erdos_renyi_tiny_0077,synthetic,erdos_renyi,tiny,8,4,"{""n"": 8, ""p"": 0.12344126796460649}",graphviz_sfdp,436151218,data/raw/synthetic/syn_erdos_renyi_tiny_0077.graphml,data/images/syn_erdos_renyi_tiny_0077.png,0.1428571428571428,sparse,8,4,0,0,in_distribution_normal,test
syn_erdos_renyi_large_0074,synthetic,erdos_renyi,large,91,1194,"{""n"": 91, ""p"": 0.2825146728651375}",graphviz_sfdp,3038128001,data/raw/synthetic/syn_erdos_renyi_large_0074.graphml,data/images/syn_erdos_renyi_large_0074.png,0.2915750915750916,medium,94,1630,436,3,in_distribution_normal,test
syn_erdos_renyi_medium_0046,synthetic,erdos_renyi,medium,44,177,"{""n"": 44, ""p"": 0.21031144357281134}",graphviz_sfdp,1570640649,data/raw/synthetic/syn_erdos_renyi_medium_0046.graphml,data/images/syn_erdos_renyi_medium_0046.png,0.1871035940803382,medium,42,237,60,2,in_distribution_normal,test
syn_erdos_renyi_tiny_0094,synthetic,erdos_renyi,tiny,10,14,"{""n"": 10, ""p"": 0.12217336955504661}",graphviz_sfdp,143206310,data/raw/synthetic/syn_erdos_renyi_tiny_0094.graphml,data/images/syn_erdos_renyi_tiny_0094.png,0.3111111111111111,medium,10,14,0,0,in_distribution_normal,test
syn_erdos_renyi_medium_0012,synthetic,erdos_renyi,medium,49,177,"{""n"": 49, ""p"": 0.15571194964659685}",graphviz_sfdp,2115202808,data/raw/synthetic/syn_erdos_renyi_medium_0012.graphml,data/images/syn_erdos_renyi_medium_0012.png,0.1505102040816326,medium,41,120,57,8,in_distribution_normal,test
syn_erdos_renyi_tiny_0104,synthetic,erdos_renyi,tiny,5,2,"{""n"": 5, ""p"": 0.2202164228782933}",graphviz_sfdp,2671869381,data/raw/synthetic/syn_erdos_renyi_tiny_0104.graphml,data/images/syn_erdos_renyi_tiny_0104.png,0.2,medium,5,2,0,0,in_distribution_normal,test
syn_erdos_renyi_small_0058,synthetic,erdos_renyi,small,12,8,"{""n"": 12, ""p"": 0.07945517866704137}",graphviz_sfdp,2789257368,data/raw/synthetic/syn_erdos_renyi_small_0058.graphml,data/images/syn_erdos_renyi_small_0058.png,0.1212121212121212,sparse,11,10,2,1,in_distribution_normal,test
syn_erdos_renyi_medium_0081,synthetic,erdos_renyi,medium,43,117,"{""n"": 43, ""p"": 0.12168858639981413}",graphviz_sfdp,1114320574,data/raw/synthetic/syn_erdos_renyi_medium_0081.graphml,data/images/syn_erdos_renyi_medium_0081.png,0.1295681063122923,sparse,39,97,20,4,in_distribution_normal,test
syn_erdos_renyi_small_0122,synthetic,erdos_renyi,small,23,23,"{""n"": 23, ""p"": 0.1104038758718827}",graphviz_sfdp,1701648400,data/raw/synthetic/syn_erdos_renyi_small_0122.graphml,data/images/syn_erdos_renyi_small_0122.png,0.0909090909090909,sparse,22,27,4,1,in_distribution_normal,test
syn_erdos_renyi_medium_0104,synthetic,erdos_renyi,medium,37,172,"{""n"": 37, ""p"": 0.2585719850446393}",graphviz_sfdp,1498444026,data/raw/synthetic/syn_erdos_renyi_medium_0104.graphml,data/images/syn_erdos_renyi_medium_0104.png,0.2582582582582582,medium,37,187,15,0,in_distribution_normal,test
syn_erdos_renyi_tiny_0097,synthetic,erdos_renyi,tiny,10,6,"{""n"": 10, ""p"": 0.11009820490254711}",graphviz_sfdp,3685041321,data/raw/synthetic/syn_erdos_renyi_tiny_0097.graphml,data/images/syn_erdos_renyi_tiny_0097.png,0.1333333333333333,sparse,9,5,1,1,in_distribution_normal,test
syn_erdos_renyi_small_0038,synthetic,erdos_renyi,small,10,14,"{""n"": 10, ""p"": 0.243827119951456}",graphviz_sfdp,4079193498,data/raw/synthetic/syn_erdos_renyi_small_0038.graphml,data/images/syn_erdos_renyi_small_0038.png,0.3111111111111111,medium,10,14,0,0,in_distribution_normal,test
syn_erdos_renyi_large_0002,synthetic,erdos_renyi,large,85,296,"{""n"": 85, ""p"": 0.09457727507968579}",graphviz_sfdp,985964041,data/raw/synthetic/syn_erdos_renyi_large_0002.graphml,data/images/syn_erdos_renyi_large_0002.png,0.0829131652661064,sparse,75,254,42,10,in_distribution_normal,test
syn_erdos_renyi_tiny_0031,synthetic,erdos_renyi,tiny,7,1,"{""n"": 7, ""p"": 0.10373506049382657}",graphviz_sfdp,3652239231,data/raw/synthetic/syn_erdos_renyi_tiny_0031.graphml,data/images/syn_erdos_renyi_tiny_0031.png,0.0476190476190476,sparse,7,2,1,0,in_distribution_normal,test
syn_erdos_renyi_small_0102,synthetic,erdos_renyi,small,25,65,"{""n"": 25, ""p"": 0.23712359828176732}",graphviz_sfdp,4144475389,data/raw/synthetic/syn_erdos_renyi_small_0102.graphml,data/images/syn_erdos_renyi_small_0102.png,0.2166666666666666,medium,23,59,6,2,in_distribution_normal,test
syn_erdos_renyi_large_0025,synthetic,erdos_renyi,large,71,419,"{""n"": 71, ""p"": 0.17433000490540712}",graphviz_sfdp,3007690080,data/raw/synthetic/syn_erdos_renyi_large_0025.graphml,data/images/syn_erdos_renyi_large_0025.png,0.1686116700201207,medium,63,408,11,8,in_distribution_normal,test
syn_erdos_renyi_large_0095,synthetic,erdos_renyi,large,100,1213,"{""n"": 100, ""p"": 0.23846901340775484}",graphviz_sfdp,300438494,data/raw/synthetic/syn_erdos_renyi_large_0095.graphml,data/images/syn_erdos_renyi_large_0095.png,0.245050505050505,medium,90,1135,78,10,in_distribution_normal,test
syn_erdos_renyi_tiny_0070,synthetic,erdos_renyi,tiny,8,1,"{""n"": 8, ""p"": 0.10577403680192023}",graphviz_sfdp,1798708300,data/raw/synthetic/syn_erdos_renyi_tiny_0070.graphml,data/images/syn_erdos_renyi_tiny_0070.png,0.0357142857142857,sparse,8,3,2,0,in_distribution_normal,test
syn_erdos_renyi_large_0028,synthetic,erdos_renyi,large,63,197,"{""n"": 63, ""p"": 0.08813577894837886}",graphviz_sfdp,985116897,data/raw/synthetic/syn_erdos_renyi_large_0028.graphml,data/images/syn_erdos_renyi_large_0028.png,0.1008704557091653,sparse,55,153,44,8,in_distribution_normal,test
syn_erdos_renyi_medium_0119,synthetic,erdos_renyi,medium,47,315,"{""n"": 47, ""p"": 0.2976202380139159}",graphviz_sfdp,3940224132,data/raw/synthetic/syn_erdos_renyi_medium_0119.graphml,data/images/syn_erdos_renyi_medium_0119.png,0.2913968547641073,medium,45,281,34,2,in_distribution_normal,test
syn_erdos_renyi_medium_0015,synthetic,erdos_renyi,medium,34,63,"{""n"": 34, ""p"": 0.12618222255800937}",graphviz_sfdp,4218189878,data/raw/synthetic/syn_erdos_renyi_medium_0015.graphml,data/images/syn_erdos_renyi_medium_0015.png,0.1122994652406417,sparse,29,53,10,5,in_distribution_normal,test
syn_erdos_renyi_large_0100,synthetic,erdos_renyi,large,82,341,"{""n"": 82, ""p"": 0.09491704519937584}",graphviz_sfdp,2050164060,data/raw/synthetic/syn_erdos_renyi_large_0100.graphml,data/images/syn_erdos_renyi_large_0100.png,0.1026799156880457,sparse,72,293,48,10,in_distribution_normal,test
syn_erdos_renyi_small_0022,synthetic,erdos_renyi,small,17,36,"{""n"": 17, ""p"": 0.2486954116912779}",graphviz_sfdp,3091507589,data/raw/synthetic/syn_erdos_renyi_small_0022.graphml,data/images/syn_erdos_renyi_small_0022.png,0.2647058823529412,medium,17,32,4,0,in_distribution_normal,test
syn_random_tree_large_0011,synthetic,random_tree,large,54,53,"{""n"": 54}",graphviz_sfdp,1113477997,data/raw/synthetic/syn_random_tree_large_0011.graphml,data/images/syn_random_tree_large_0011.png,0.037037037037037,sparse,40,43,10,14,in_distribution_normal,test
syn_random_tree_large_0055,synthetic,random_tree,large,73,72,"{""n"": 73}",graphviz_sfdp,2218201431,data/raw/synthetic/syn_random_tree_large_0055.graphml,data/images/syn_random_tree_large_0055.png,0.0273972602739726,sparse,64,71,1,9,in_distribution_normal,test
syn_random_tree_tiny_0108,synthetic,random_tree,tiny,10,9,"{""n"": 10}",graphviz_sfdp,710052116,data/raw/synthetic/syn_random_tree_tiny_0108.graphml,data/images/syn_random_tree_tiny_0108.png,0.2,medium,9,7,2,1,in_distribution_normal,test
syn_random_tree_large_0009,synthetic,random_tree,large,91,90,"{""n"": 91}",graphviz_sfdp,2780472087,data/raw/synthetic/syn_random_tree_large_0009.graphml,data/images/syn_random_tree_large_0009.png,0.0219780219780219,sparse,49,48,42,42,in_distribution_normal,test
syn_random_tree_large_0107,synthetic,random_tree,large,66,65,"{""n"": 66}",graphviz_sfdp,114213433,data/raw/synthetic/syn_random_tree_large_0107.graphml,data/images/syn_random_tree_large_0107.png,0.0303030303030303,sparse,57,59,6,9,in_distribution_normal,test
syn_random_tree_medium_0008,synthetic,random_tree,medium,33,32,"{""n"": 33}",graphviz_sfdp,1210990788,data/raw/synthetic/syn_random_tree_medium_0008.graphml,data/images/syn_random_tree_medium_0008.png,0.0606060606060606,sparse,24,26,6,9,in_distribution_normal,test
syn_random_tree_tiny_0045,synthetic,random_tree,tiny,10,9,"{""n"": 10}",graphviz_sfdp,3694484981,data/raw/synthetic/syn_random_tree_tiny_0045.graphml,data/images/syn_random_tree_tiny_0045.png,0.2,medium,10,7,2,0,in_distribution_normal,test
syn_random_tree_large_0012,synthetic,random_tree,large,80,79,"{""n"": 80}",graphviz_sfdp,3694681320,data/raw/synthetic/syn_random_tree_large_0012.graphml,data/images/syn_random_tree_large_0012.png,0.025,sparse,91,89,10,11,in_distribution_normal,test
syn_random_tree_small_0047,synthetic,random_tree,small,24,23,"{""n"": 24}",graphviz_sfdp,2663347442,data/raw/synthetic/syn_random_tree_small_0047.graphml,data/images/syn_random_tree_small_0047.png,0.0833333333333333,sparse,22,24,1,2,in_distribution_normal,test
syn_random_tree_medium_0104,synthetic,random_tree,medium,33,32,"{""n"": 33}",graphviz_sfdp,2149817105,data/raw/synthetic/syn_random_tree_medium_0104.graphml,data/images/syn_random_tree_medium_0104.png,0.0606060606060606,sparse,32,35,3,1,in_distribution_normal,test
syn_random_tree_small_0076,synthetic,random_tree,small,20,19,"{""n"": 20}",graphviz_sfdp,149121468,data/raw/synthetic/syn_random_tree_small_0076.graphml,data/images/syn_random_tree_small_0076.png,0.1,sparse,19,18,1,1,in_distribution_normal,test
syn_random_tree_medium_0037,synthetic,random_tree,medium,29,28,"{""n"": 29}",graphviz_sfdp,2653754048,data/raw/synthetic/syn_random_tree_medium_0037.graphml,data/images/syn_random_tree_medium_0037.png,0.0689655172413793,sparse,23,24,4,6,in_distribution_normal,test
syn_random_tree_small_0095,synthetic,random_tree,small,17,16,"{""n"": 17}",graphviz_sfdp,3450561309,data/raw/synthetic/syn_random_tree_small_0095.graphml,data/images/syn_random_tree_small_0095.png,0.1176470588235294,sparse,16,13,3,1,in_distribution_normal,test
syn_random_tree_large_0027,synthetic,random_tree,large,60,59,"{""n"": 60}",graphviz_sfdp,1152927762,data/raw/synthetic/syn_random_tree_large_0027.graphml,data/images/syn_random_tree_large_0027.png,0.0333333333333333,sparse,54,54,5,6,in_distribution_normal,test
syn_random_tree_large_0042,synthetic,random_tree,large,97,96,"{""n"": 97}",graphviz_sfdp,1974280426,data/raw/synthetic/syn_random_tree_large_0042.graphml,data/images/syn_random_tree_large_0042.png,0.0206185567010309,sparse,90,95,1,7,in_distribution_normal,test
syn_random_tree_medium_0117,synthetic,random_tree,medium,30,29,"{""n"": 30}",graphviz_sfdp,158699862,data/raw/synthetic/syn_random_tree_medium_0117.graphml,data/images/syn_random_tree_medium_0117.png,0.0666666666666666,sparse,25,26,3,5,in_distribution_normal,test
syn_random_tree_tiny_0027,synthetic,random_tree,tiny,6,5,"{""n"": 6}",graphviz_sfdp,2033561580,data/raw/synthetic/syn_random_tree_tiny_0027.graphml,data/images/syn_random_tree_tiny_0027.png,0.3333333333333333,medium,6,4,1,0,in_distribution_normal,test
syn_random_tree_large_0087,synthetic,random_tree,large,89,88,"{""n"": 89}",graphviz_sfdp,75469439,data/raw/synthetic/syn_random_tree_large_0087.graphml,data/images/syn_random_tree_large_0087.png,0.0224719101123595,sparse,72,78,10,17,in_distribution_normal,test
syn_random_tree_large_0032,synthetic,random_tree,large,50,49,"{""n"": 50}",graphviz_sfdp,3068021845,data/raw/synthetic/syn_random_tree_large_0032.graphml,data/images/syn_random_tree_large_0032.png,0.04,sparse,38,40,9,12,in_distribution_normal,test
syn_random_tree_tiny_0112,synthetic,random_tree,tiny,8,7,"{""n"": 8}",graphviz_sfdp,4124691747,data/raw/synthetic/syn_random_tree_tiny_0112.graphml,data/images/syn_random_tree_tiny_0112.png,0.25,medium,8,6,1,0,in_distribution_normal,test
syn_random_tree_medium_0021,synthetic,random_tree,medium,49,48,"{""n"": 49}",graphviz_sfdp,2942196804,data/raw/synthetic/syn_random_tree_medium_0021.graphml,data/images/syn_random_tree_medium_0021.png,0.0408163265306122,sparse,37,40,8,12,in_distribution_normal,test
syn_random_tree_tiny_0110,synthetic,random_tree,tiny,9,8,"{""n"": 9}",graphviz_sfdp,3249023352,data/raw/synthetic/syn_random_tree_tiny_0110.graphml,data/images/syn_random_tree_tiny_0110.png,0.2222222222222222,medium,9,6,2,0,in_distribution_normal,test
syn_random_tree_small_0060,synthetic,random_tree,small,13,12,"{""n"": 13}",graphviz_sfdp,1339358807,data/raw/synthetic/syn_random_tree_small_0060.graphml,data/images/syn_random_tree_small_0060.png,0.1538461538461538,medium,12,9,3,1,in_distribution_normal,test
syn_random_tree_tiny_0046,synthetic,random_tree,tiny,8,7,"{""n"": 8}",graphviz_sfdp,2614541355,data/raw/synthetic/syn_random_tree_tiny_0046.graphml,data/images/syn_random_tree_tiny_0046.png,0.25,medium,8,6,1,0,in_distribution_normal,test
syn_random_tree_tiny_0102,synthetic,random_tree,tiny,6,5,"{""n"": 6}",graphviz_sfdp,375403631,data/raw/synthetic/syn_random_tree_tiny_0102.graphml,data/images/syn_random_tree_tiny_0102.png,0.3333333333333333,medium,6,4,1,0,in_distribution_normal,test
syn_random_tree_small_0122,synthetic,random_tree,small,21,20,"{""n"": 21}",graphviz_sfdp,1838165365,data/raw/synthetic/syn_random_tree_small_0122.graphml,data/images/syn_random_tree_small_0122.png,0.0952380952380952,sparse,20,18,2,1,in_distribution_normal,test
syn_random_tree_tiny_0022,synthetic,random_tree,tiny,10,9,"{""n"": 10}",graphviz_sfdp,4236099343,data/raw/synthetic/syn_random_tree_tiny_0022.graphml,data/images/syn_random_tree_tiny_0022.png,0.2,medium,10,7,2,0,in_distribution_normal,test
syn_random_tree_small_0082,synthetic,random_tree,small,22,21,"{""n"": 22}",graphviz_sfdp,1107680324,data/raw/synthetic/syn_random_tree_small_0082.graphml,data/images/syn_random_tree_small_0082.png,0.0909090909090909,sparse,19,22,1,3,in_distribution_normal,test
syn_random_tree_large_0043,synthetic,random_tree,large,53,52,"{""n"": 53}",graphviz_sfdp,2880413849,data/raw/synthetic/syn_random_tree_large_0043.graphml,data/images/syn_random_tree_large_0043.png,0.0377358490566037,sparse,46,45,7,7,in_distribution_normal,test
syn_random_tree_tiny_0081,synthetic,random_tree,tiny,8,7,"{""n"": 8}",graphviz_sfdp,885892980,data/raw/synthetic/syn_random_tree_tiny_0081.graphml,data/images/syn_random_tree_tiny_0081.png,0.25,medium,8,6,1,0,in_distribution_normal,test
syn_random_tree_medium_0112,synthetic,random_tree,medium,42,41,"{""n"": 42}",graphviz_sfdp,408239666,data/raw/synthetic/syn_random_tree_medium_0112.graphml,data/images/syn_random_tree_medium_0112.png,0.0476190476190476,sparse,31,32,9,11,in_distribution_normal,test
syn_random_tree_small_0063,synthetic,random_tree,small,15,14,"{""n"": 15}",graphviz_sfdp,2445592864,data/raw/synthetic/syn_random_tree_small_0063.graphml,data/images/syn_random_tree_small_0063.png,0.1333333333333333,sparse,15,14,0,0,in_distribution_normal,test
syn_random_tree_medium_0093,synthetic,random_tree,medium,43,42,"{""n"": 43}",graphviz_sfdp,2219345233,data/raw/synthetic/syn_random_tree_medium_0093.graphml,data/images/syn_random_tree_medium_0093.png,0.0465116279069767,sparse,40,40,2,3,in_distribution_normal,test
syn_random_tree_large_0056,synthetic,random_tree,large,68,67,"{""n"": 68}",graphviz_sfdp,1681279612,data/raw/synthetic/syn_random_tree_large_0056.graphml,data/images/syn_random_tree_large_0056.png,0.0294117647058823,sparse,51,53,14,17,in_distribution_normal,test
syn_random_tree_tiny_0106,synthetic,random_tree,tiny,8,7,"{""n"": 8}",graphviz_sfdp,1557821684,data/raw/synthetic/syn_random_tree_tiny_0106.graphml,data/images/syn_random_tree_tiny_0106.png,0.25,medium,8,6,1,0,in_distribution_normal,test
syn_random_tree_large_0119,synthetic,random_tree,large,51,50,"{""n"": 51}",graphviz_sfdp,1709446490,data/raw/synthetic/syn_random_tree_large_0119.graphml,data/images/syn_random_tree_large_0119.png,0.0392156862745098,sparse,35,38,12,16,in_distribution_normal,test
syn_random_tree_small_0121,synthetic,random_tree,small,16,15,"{""n"": 16}",graphviz_sfdp,906353716,data/raw/synthetic/syn_random_tree_small_0121.graphml,data/images/syn_random_tree_small_0121.png,0.125,sparse,14,11,4,2,in_distribution_normal,test
syn_random_tree_medium_0048,synthetic,random_tree,medium,35,34,"{""n"": 35}",graphviz_sfdp,3600452473,data/raw/synthetic/syn_random_tree_medium_0048.graphml,data/images/syn_random_tree_medium_0048.png,0.0571428571428571,sparse,28,29,5,7,in_distribution_normal,test
syn_random_tree_large_0037,synthetic,random_tree,large,74,73,"{""n"": 74}",graphviz_sfdp,3580450228,data/raw/synthetic/syn_random_tree_large_0037.graphml,data/images/syn_random_tree_large_0037.png,0.027027027027027,sparse,66,74,1,8,in_distribution_normal,test
syn_random_tree_small_0087,synthetic,random_tree,small,14,13,"{""n"": 14}",graphviz_sfdp,1827871726,data/raw/synthetic/syn_random_tree_small_0087.graphml,data/images/syn_random_tree_small_0087.png,0.1428571428571428,sparse,13,10,3,1,in_distribution_normal,test
syn_random_tree_tiny_0094,synthetic,random_tree,tiny,8,7,"{""n"": 8}",graphviz_sfdp,1950837198,data/raw/synthetic/syn_random_tree_tiny_0094.graphml,data/images/syn_random_tree_tiny_0094.png,0.25,medium,8,5,2,0,in_distribution_normal,test
syn_random_tree_large_0039,synthetic,random_tree,large,62,61,"{""n"": 62}",graphviz_sfdp,3787645643,data/raw/synthetic/syn_random_tree_large_0039.graphml,data/images/syn_random_tree_large_0039.png,0.032258064516129,sparse,52,52,9,10,in_distribution_normal,test
syn_random_tree_medium_0002,synthetic,random_tree,medium,41,40,"{""n"": 41}",graphviz_sfdp,945048311,data/raw/synthetic/syn_random_tree_medium_0002.graphml,data/images/syn_random_tree_medium_0002.png,0.048780487804878,sparse,37,38,2,4,in_distribution_normal,test
syn_random_tree_large_0022,synthetic,random_tree,large,79,78,"{""n"": 79}",graphviz_sfdp,9295071,data/raw/synthetic/syn_random_tree_large_0022.graphml,data/images/syn_random_tree_large_0022.png,0.0253164556962025,sparse,67,68,10,12,in_distribution_normal,test
syn_random_tree_small_0020,synthetic,random_tree,small,25,24,"{""n"": 25}",graphviz_sfdp,1330822898,data/raw/synthetic/syn_random_tree_small_0020.graphml,data/images/syn_random_tree_small_0020.png,0.08,sparse,21,22,2,4,in_distribution_normal,test
syn_random_tree_large_0002,synthetic,random_tree,large,66,65,"{""n"": 66}",graphviz_sfdp,4268422489,data/raw/synthetic/syn_random_tree_large_0002.graphml,data/images/syn_random_tree_large_0002.png,0.0303030303030303,sparse,60,58,7,6,in_distribution_normal,test
syn_random_tree_small_0021,synthetic,random_tree,small,19,18,"{""n"": 19}",graphviz_sfdp,2469060021,data/raw/synthetic/syn_random_tree_small_0021.graphml,data/images/syn_random_tree_small_0021.png,0.1052631578947368,sparse,17,17,1,2,in_distribution_normal,test
syn_random_tree_medium_0045,synthetic,random_tree,medium,43,42,"{""n"": 43}",graphviz_sfdp,1786932347,data/raw/synthetic/syn_random_tree_medium_0045.graphml,data/images/syn_random_tree_medium_0045.png,0.0465116279069767,sparse,42,41,1,1,in_distribution_normal,test
syn_random_tree_large_0047,synthetic,random_tree,large,58,57,"{""n"": 58}",graphviz_sfdp,2138059370,data/raw/synthetic/syn_random_tree_large_0047.graphml,data/images/syn_random_tree_large_0047.png,0.0344827586206896,sparse,55,54,3,3,in_distribution_normal,test
syn_random_tree_large_0019,synthetic,random_tree,large,52,51,"{""n"": 52}",graphviz_sfdp,1315858896,data/raw/synthetic/syn_random_tree_large_0019.graphml,data/images/syn_random_tree_large_0019.png,0.0384615384615384,sparse,40,41,10,12,in_distribution_normal,test
syn_random_tree_small_0058,synthetic,random_tree,small,17,16,"{""n"": 17}",graphviz_sfdp,1664144913,data/raw/synthetic/syn_random_tree_small_0058.graphml,data/images/syn_random_tree_small_0058.png,0.1176470588235294,sparse,16,13,3,1,in_distribution_normal,test
syn_random_tree_large_0068,synthetic,random_tree,large,61,60,"{""n"": 61}",graphviz_sfdp,1753108477,data/raw/synthetic/syn_random_tree_large_0068.graphml,data/images/syn_random_tree_large_0068.png,0.0327868852459016,sparse,41,43,17,20,in_distribution_normal,test
syn_random_tree_medium_0080,synthetic,random_tree,medium,35,34,"{""n"": 35}",graphviz_sfdp,3854149966,data/raw/synthetic/syn_random_tree_medium_0080.graphml,data/images/syn_random_tree_medium_0080.png,0.0571428571428571,sparse,34,36,2,1,in_distribution_normal,test
syn_random_tree_tiny_0114,synthetic,random_tree,tiny,10,9,"{""n"": 10}",graphviz_sfdp,3820245451,data/raw/synthetic/syn_random_tree_tiny_0114.graphml,data/images/syn_random_tree_tiny_0114.png,0.2,medium,9,7,2,1,in_distribution_normal,test
syn_random_tree_small_0043,synthetic,random_tree,small,13,12,"{""n"": 13}",graphviz_sfdp,2179143981,data/raw/synthetic/syn_random_tree_small_0043.graphml,data/images/syn_random_tree_small_0043.png,0.1538461538461538,medium,12,9,3,1,in_distribution_normal,test
syn_random_tree_medium_0094,synthetic,random_tree,medium,49,48,"{""n"": 49}",graphviz_sfdp,1866731528,data/raw/synthetic/syn_random_tree_medium_0094.graphml,data/images/syn_random_tree_medium_0094.png,0.0408163265306122,sparse,45,45,3,4,in_distribution_normal,test
syn_random_tree_large_0111,synthetic,random_tree,large,92,91,"{""n"": 92}",graphviz_sfdp,3689535084,data/raw/synthetic/syn_random_tree_large_0111.graphml,data/images/syn_random_tree_large_0111.png,0.0217391304347826,sparse,69,76,15,23,in_distribution_normal,test
syn_random_tree_small_0097,synthetic,random_tree,small,19,18,"{""n"": 19}",graphviz_sfdp,2931301230,data/raw/synthetic/syn_random_tree_small_0097.graphml,data/images/syn_random_tree_small_0097.png,0.1052631578947368,sparse,17,17,1,2,in_distribution_normal,test
syn_random_tree_small_0109,synthetic,random_tree,small,25,24,"{""n"": 25}",graphviz_sfdp,101860732,data/raw/synthetic/syn_random_tree_small_0109.graphml,data/images/syn_random_tree_small_0109.png,0.08,sparse,24,24,0,1,in_distribution_normal,test
syn_random_tree_tiny_0060,synthetic,random_tree,tiny,8,7,"{""n"": 8}",graphviz_sfdp,2693310570,data/raw/synthetic/syn_random_tree_tiny_0060.graphml,data/images/syn_random_tree_tiny_0060.png,0.25,medium,7,5,2,1,in_distribution_normal,test
syn_random_tree_large_0123,synthetic,random_tree,large,99,98,"{""n"": 99}",graphviz_sfdp,2037041164,data/raw/synthetic/syn_random_tree_large_0123.graphml,data/images/syn_random_tree_large_0123.png,0.0202020202020202,sparse,68,74,24,31,in_distribution_normal,test
syn_random_tree_tiny_0033,synthetic,random_tree,tiny,10,9,"{""n"": 10}",graphviz_sfdp,2195125816,data/raw/synthetic/syn_random_tree_tiny_0033.graphml,data/images/syn_random_tree_tiny_0033.png,0.2,medium,9,7,2,1,in_distribution_normal,test
syn_random_tree_small_0068,synthetic,random_tree,small,22,21,"{""n"": 22}",graphviz_sfdp,2981808993,data/raw/synthetic/syn_random_tree_small_0068.graphml,data/images/syn_random_tree_small_0068.png,0.0909090909090909,sparse,19,18,3,3,in_distribution_normal,test
syn_random_tree_large_0036,synthetic,random_tree,large,58,57,"{""n"": 58}",graphviz_sfdp,850934793,data/raw/synthetic/syn_random_tree_large_0036.graphml,data/images/syn_random_tree_large_0036.png,0.0344827586206896,sparse,57,55,2,1,in_distribution_normal,test
syn_random_tree_tiny_0056,synthetic,random_tree,tiny,6,5,"{""n"": 6}",graphviz_sfdp,407500544,data/raw/synthetic/syn_random_tree_tiny_0056.graphml,data/images/syn_random_tree_tiny_0056.png,0.3333333333333333,medium,6,5,0,0,in_distribution_normal,test
syn_random_tree_medium_0003,synthetic,random_tree,medium,34,33,"{""n"": 34}",graphviz_sfdp,857331830,data/raw/synthetic/syn_random_tree_medium_0003.graphml,data/images/syn_random_tree_medium_0003.png,0.0588235294117647,sparse,27,28,5,7,in_distribution_normal,test
syn_random_tree_tiny_0093,synthetic,random_tree,tiny,6,5,"{""n"": 6}",graphviz_sfdp,2464672519,data/raw/synthetic/syn_random_tree_tiny_0093.graphml,data/images/syn_random_tree_tiny_0093.png,0.3333333333333333,medium,7,4,1,1,in_distribution_normal,test
