graph_id,source,generator,tier,num_nodes,num_edges,gen_params,layout_algorithm,layout_seed,graph_path,image_path,density,density_bucket,pred_num_vertices,pred_num_edges,abs_edge_error,abs_vertex_error,category,split,ink_fraction,diameter,avg_clustering,is_connected
syn_random_tree_tiny_0045,synthetic,random_tree,tiny,10,9,"{""n"": 10}",graphviz_sfdp,3694484981,data/raw/synthetic/syn_random_tree_tiny_0045.graphml,data/images/syn_random_tree_tiny_0045.png,0.2,medium,10,7,2,0,in_distribution_normal,test,0.12131297831632654,7,0.0,True
syn_random_tree_large_0012,synthetic,random_tree,large,80,79,"{""n"": 80}",graphviz_sfdp,3694681320,data/raw/synthetic/syn_random_tree_large_0012.graphml,data/images/syn_random_tree_large_0012.png,0.025,sparse,91,89,10,11,in_distribution_normal,test,0.13006218112244897,23,0.0,True
syn_random_tree_small_0047,synthetic,random_tree,small,24,23,"{""n"": 24}",graphviz_sfdp,2663347442,data/raw/synthetic/syn_random_tree_small_0047.graphml,data/images/syn_random_tree_small_0047.png,0.0833333333333333,sparse,22,24,1,2,in_distribution_normal,test,0.12804926658163265,15,0.0,True
syn_random_tree_medium_0104,synthetic,random_tree,medium,33,32,"{""n"": 33}",graphviz_sfdp,2149817105,data/raw/synthetic/syn_random_tree_medium_0104.graphml,data/images/syn_random_tree_medium_0104.png,0.0606060606060606,sparse,32,35,3,1,in_distribution_normal,test,0.12559789540816327,13,0.0,True
syn_random_tree_small_0076,synthetic,random_tree,small,20,19,"{""n"": 20}",graphviz_sfdp,149121468,data/raw/synthetic/syn_random_tree_small_0076.graphml,data/images/syn_random_tree_small_0076.png,0.1,sparse,19,18,1,1,in_distribution_normal,test,0.12641501913265307,13,0.0,True
syn_random_tree_medium_0037,synthetic,random_tree,medium,29,28,"{""n"": 29}",graphviz_sfdp,2653754048,data/raw/synthetic/syn_random_tree_medium_0037.graphml,data/images/syn_random_tree_medium_0037.png,0.0689655172413793,sparse,23,24,4,6,in_distribution_normal,test,0.12324617346938775,14,0.0,True
syn_random_tree_small_0095,synthetic,random_tree,small,17,16,"{""n"": 17}",graphviz_sfdp,3450561309,data/raw/synthetic/syn_random_tree_small_0095.graphml,data/images/syn_random_tree_small_0095.png,0.1176470588235294,sparse,16,13,3,1,in_distribution_normal,test,0.12715242346938777,8,0.0,True
syn_random_tree_large_0027,synthetic,random_tree,large,60,59,"{""n"": 60}",graphviz_sfdp,1152927762,data/raw/synthetic/syn_random_tree_large_0027.graphml,data/images/syn_random_tree_large_0027.png,0.0333333333333333,sparse,54,54,5,6,in_distribution_normal,test,0.12623565051020408,26,0.0,True
syn_random_tree_large_0042,synthetic,random_tree,large,97,96,"{""n"": 97}",graphviz_sfdp,1974280426,data/raw/synthetic/syn_random_tree_large_0042.graphml,data/images/syn_random_tree_large_0042.png,0.0206185567010309,sparse,90,95,1,7,in_distribution_normal,test,0.12936463647959184,25,0.0,True
syn_random_tree_medium_0117,synthetic,random_tree,medium,30,29,"{""n"": 30}",graphviz_sfdp,158699862,data/raw/synthetic/syn_random_tree_medium_0117.graphml,data/images/syn_random_tree_medium_0117.png,0.0666666666666666,sparse,25,26,3,5,in_distribution_normal,test,0.12779017857142858,16,0.0,True
syn_random_tree_tiny_0027,synthetic,random_tree,tiny,6,5,"{""n"": 6}",graphviz_sfdp,2033561580,data/raw/synthetic/syn_random_tree_tiny_0027.graphml,data/images/syn_random_tree_tiny_0027.png,0.3333333333333333,medium,6,4,1,0,in_distribution_normal,test,0.11256377551020408,4,0.0,True
syn_random_tree_large_0087,synthetic,random_tree,large,89,88,"{""n"": 89}",graphviz_sfdp,75469439,data/raw/synthetic/syn_random_tree_large_0087.graphml,data/images/syn_random_tree_large_0087.png,0.0224719101123595,sparse,72,78,10,17,in_distribution_normal,test,0.12226961096938775,31,0.0,True
syn_random_tree_large_0032,synthetic,random_tree,large,50,49,"{""n"": 50}",graphviz_sfdp,3068021845,data/raw/synthetic/syn_random_tree_large_0032.graphml,data/images/syn_random_tree_large_0032.png,0.04,sparse,38,40,9,12,in_distribution_normal,test,0.12095424107142858,26,0.0,True
syn_random_tree_tiny_0112,synthetic,random_tree,tiny,8,7,"{""n"": 8}",graphviz_sfdp,4124691747,data/raw/synthetic/syn_random_tree_tiny_0112.graphml,data/images/syn_random_tree_tiny_0112.png,0.25,medium,8,6,1,0,in_distribution_normal,test,0.11985809948979592,4,0.0,True
syn_random_tree_medium_0021,synthetic,random_tree,medium,49,48,"{""n"": 49}",graphviz_sfdp,2942196804,data/raw/synthetic/syn_random_tree_medium_0021.graphml,data/images/syn_random_tree_medium_0021.png,0.0408163265306122,sparse,37,40,8,12,in_distribution_normal,test,0.12205038265306123,21,0.0,True
syn_random_tree_tiny_0110,synthetic,random_tree,tiny,9,8,"{""n"": 9}",graphviz_sfdp,3249023352,data/raw/synthetic/syn_random_tree_tiny_0110.graphml,data/images/syn_random_tree_tiny_0110.png,0.2222222222222222,medium,9,6,2,0,in_distribution_normal,test,0.11993781887755102,6,0.0,True
syn_random_tree_small_0060,synthetic,random_tree,small,13,12,"{""n"": 13}",graphviz_sfdp,1339358807,data/raw/synthetic/syn_random_tree_small_0060.graphml,data/images/syn_random_tree_small_0060.png,0.1538461538461538,medium,12,9,3,1,in_distribution_normal,test,0.12420280612244898,10,0.0,True
syn_random_tree_tiny_0046,synthetic,random_tree,tiny,8,7,"{""n"": 8}",graphviz_sfdp,2614541355,data/raw/synthetic/syn_random_tree_tiny_0046.graphml,data/images/syn_random_tree_tiny_0046.png,0.25,medium,8,6,1,0,in_distribution_normal,test,0.12041613520408163,5,0.0,True
syn_random_tree_tiny_0102,synthetic,random_tree,tiny,6,5,"{""n"": 6}",graphviz_sfdp,375403631,data/raw/synthetic/syn_random_tree_tiny_0102.graphml,data/images/syn_random_tree_tiny_0102.png,0.3333333333333333,medium,6,4,1,0,in_distribution_normal,test,0.11232461734693877,4,0.0,True
syn_random_tree_small_0122,synthetic,random_tree,small,21,20,"{""n"": 21}",graphviz_sfdp,1838165365,data/raw/synthetic/syn_random_tree_small_0122.graphml,data/images/syn_random_tree_small_0122.png,0.0952380952380952,sparse,20,18,2,1,in_distribution_normal,test,0.1261360012755102,11,0.0,True
syn_random_tree_tiny_0022,synthetic,random_tree,tiny,10,9,"{""n"": 10}",graphviz_sfdp,4236099343,data/raw/synthetic/syn_random_tree_tiny_0022.graphml,data/images/syn_random_tree_tiny_0022.png,0.2,medium,10,7,2,0,in_distribution_normal,test,0.12209024234693877,5,0.0,True
syn_random_tree_small_0082,synthetic,random_tree,small,22,21,"{""n"": 22}",graphviz_sfdp,1107680324,data/raw/synthetic/syn_random_tree_small_0082.graphml,data/images/syn_random_tree_small_0082.png,0.0909090909090909,sparse,19,22,1,3,in_distribution_normal,test,0.12840800382653061,14,0.0,True
syn_random_tree_large_0043,synthetic,random_tree,large,53,52,"{""n"": 53}",graphviz_sfdp,2880413849,data/raw/synthetic/syn_random_tree_large_0043.graphml,data/images/syn_random_tree_large_0043.png,0.0377358490566037,sparse,46,45,7,7,in_distribution_normal,test,0.1288464604591837,17,0.0,True
syn_random_tree_tiny_0081,synthetic,random_tree,tiny,8,7,"{""n"": 8}",graphviz_sfdp,885892980,data/raw/synthetic/syn_random_tree_tiny_0081.graphml,data/images/syn_random_tree_tiny_0081.png,0.25,medium,8,6,1,0,in_distribution_normal,test,0.11955915178571429,5,0.0,True
syn_random_tree_medium_0112,synthetic,random_tree,medium,42,41,"{""n"": 42}",graphviz_sfdp,408239666,data/raw/synthetic/syn_random_tree_medium_0112.graphml,data/images/syn_random_tree_medium_0112.png,0.0476190476190476,sparse,31,32,9,11,in_distribution_normal,test,0.12577726403061223,17,0.0,True
syn_random_tree_small_0063,synthetic,random_tree,small,15,14,"{""n"": 15}",graphviz_sfdp,2445592864,data/raw/synthetic/syn_random_tree_small_0063.graphml,data/images/syn_random_tree_small_0063.png,0.1333333333333333,sparse,15,14,0,0,in_distribution_normal,test,0.12675382653061223,8,0.0,True
syn_random_tree_medium_0093,synthetic,random_tree,medium,43,42,"{""n"": 43}",graphviz_sfdp,2219345233,data/raw/synthetic/syn_random_tree_medium_0093.graphml,data/images/syn_random_tree_medium_0093.png,0.0465116279069767,sparse,40,40,2,3,in_distribution_normal,test,0.1289660395408163,16,0.0,True
syn_random_tree_large_0056,synthetic,random_tree,large,68,67,"{""n"": 68}",graphviz_sfdp,1681279612,data/raw/synthetic/syn_random_tree_large_0056.graphml,data/images/syn_random_tree_large_0056.png,0.0294117647058823,sparse,51,53,14,17,in_distribution_normal,test,0.11439732142857142,20,0.0,True
syn_random_tree_tiny_0106,synthetic,random_tree,tiny,8,7,"{""n"": 8}",graphviz_sfdp,1557821684,data/raw/synthetic/syn_random_tree_tiny_0106.graphml,data/images/syn_random_tree_tiny_0106.png,0.25,medium,8,6,1,0,in_distribution_normal,test,0.11838329081632654,5,0.0,True
syn_random_tree_large_0119,synthetic,random_tree,large,51,50,"{""n"": 51}",graphviz_sfdp,1709446490,data/raw/synthetic/syn_random_tree_large_0119.graphml,data/images/syn_random_tree_large_0119.png,0.0392156862745098,sparse,35,38,12,16,in_distribution_normal,test,0.1211734693877551,23,0.0,True
syn_random_tree_small_0121,synthetic,random_tree,small,16,15,"{""n"": 16}",graphviz_sfdp,906353716,data/raw/synthetic/syn_random_tree_small_0121.graphml,data/images/syn_random_tree_small_0121.png,0.125,sparse,14,11,4,2,in_distribution_normal,test,0.12466119260204081,9,0.0,True
syn_random_tree_medium_0048,synthetic,random_tree,medium,35,34,"{""n"": 35}",graphviz_sfdp,3600452473,data/raw/synthetic/syn_random_tree_medium_0048.graphml,data/images/syn_random_tree_medium_0048.png,0.0571428571428571,sparse,28,29,5,7,in_distribution_normal,test,0.12484056122448979,16,0.0,True
syn_random_tree_large_0037,synthetic,random_tree,large,74,73,"{""n"": 74}",graphviz_sfdp,3580450228,data/raw/synthetic/syn_random_tree_large_0037.graphml,data/images/syn_random_tree_large_0037.png,0.027027027027027,sparse,66,74,1,8,in_distribution_normal,test,0.12324617346938775,30,0.0,True
syn_random_tree_small_0087,synthetic,random_tree,small,14,13,"{""n"": 14}",graphviz_sfdp,1827871726,data/raw/synthetic/syn_random_tree_small_0087.graphml,data/images/syn_random_tree_small_0087.png,0.1428571428571428,sparse,13,10,3,1,in_distribution_normal,test,0.12448182397959184,8,0.0,True
syn_random_tree_tiny_0094,synthetic,random_tree,tiny,8,7,"{""n"": 8}",graphviz_sfdp,1950837198,data/raw/synthetic/syn_random_tree_tiny_0094.graphml,data/images/syn_random_tree_tiny_0094.png,0.25,medium,8,5,2,0,in_distribution_normal,test,0.11798469387755102,5,0.0,True
syn_random_tree_large_0039,synthetic,random_tree,large,62,61,"{""n"": 62}",graphviz_sfdp,3787645643,data/raw/synthetic/syn_random_tree_large_0039.graphml,data/images/syn_random_tree_large_0039.png,0.032258064516129,sparse,52,52,9,10,in_distribution_normal,test,0.1280891262755102,22,0.0,True
syn_random_tree_medium_0002,synthetic,random_tree,medium,41,40,"{""n"": 41}",graphviz_sfdp,945048311,data/raw/synthetic/syn_random_tree_medium_0002.graphml,data/images/syn_random_tree_medium_0002.png,0.048780487804878,sparse,37,38,2,4,in_distribution_normal,test,0.1291454081632653,20,0.0,True
syn_random_tree_large_0022,synthetic,random_tree,large,79,78,"{""n"": 79}",graphviz_sfdp,9295071,data/raw/synthetic/syn_random_tree_large_0022.graphml,data/images/syn_random_tree_large_0022.png,0.0253164556962025,sparse,67,68,10,12,in_distribution_normal,test,0.12697305484693877,24,0.0,True
syn_random_tree_small_0020,synthetic,random_tree,small,25,24,"{""n"": 25}",graphviz_sfdp,1330822898,data/raw/synthetic/syn_random_tree_small_0020.graphml,data/images/syn_random_tree_small_0020.png,0.08,sparse,21,22,2,4,in_distribution_normal,test,0.12553810586734693,15,0.0,True
syn_random_tree_large_0002,synthetic,random_tree,large,66,65,"{""n"": 66}",graphviz_sfdp,4268422489,data/raw/synthetic/syn_random_tree_large_0002.graphml,data/images/syn_random_tree_large_0002.png,0.0303030303030303,sparse,60,58,7,6,in_distribution_normal,test,0.12731186224489796,18,0.0,True
syn_random_tree_small_0021,synthetic,random_tree,small,19,18,"{""n"": 19}",graphviz_sfdp,2469060021,data/raw/synthetic/syn_random_tree_small_0021.graphml,data/images/syn_random_tree_small_0021.png,0.1052631578947368,sparse,17,17,1,2,in_distribution_normal,test,0.12852758290816327,10,0.0,True
syn_random_tree_medium_0045,synthetic,random_tree,medium,43,42,"{""n"": 43}",graphviz_sfdp,1786932347,data/raw/synthetic/syn_random_tree_medium_0045.graphml,data/images/syn_random_tree_medium_0045.png,0.0465116279069767,sparse,42,41,1,1,in_distribution_normal,test,0.13133769132653061,13,0.0,True
syn_random_tree_large_0047,synthetic,random_tree,large,58,57,"{""n"": 58}",graphviz_sfdp,2138059370,data/raw/synthetic/syn_random_tree_large_0047.graphml,data/images/syn_random_tree_large_0047.png,0.0344827586206896,sparse,55,54,3,3,in_distribution_normal,test,0.12749123086734693,16,0.0,True
syn_random_tree_large_0019,synthetic,random_tree,large,52,51,"{""n"": 52}",graphviz_sfdp,1315858896,data/raw/synthetic/syn_random_tree_large_0019.graphml,data/images/syn_random_tree_large_0019.png,0.0384615384615384,sparse,40,41,10,12,in_distribution_normal,test,0.12222975127551021,20,0.0,True
syn_random_tree_small_0058,synthetic,random_tree,small,17,16,"{""n"": 17}",graphviz_sfdp,1664144913,data/raw/synthetic/syn_random_tree_small_0058.graphml,data/images/syn_random_tree_small_0058.png,0.1176470588235294,sparse,16,13,3,1,in_distribution_normal,test,0.12585698341836735,10,0.0,True
syn_random_tree_large_0068,synthetic,random_tree,large,61,60,"{""n"": 61}",graphviz_sfdp,1753108477,data/raw/synthetic/syn_random_tree_large_0068.graphml,data/images/syn_random_tree_large_0068.png,0.0327868852459016,sparse,41,43,17,20,in_distribution_normal,test,0.12380420918367346,19,0.0,True
syn_random_tree_medium_0080,synthetic,random_tree,medium,35,34,"{""n"": 35}",graphviz_sfdp,3854149966,data/raw/synthetic/syn_random_tree_medium_0080.graphml,data/images/syn_random_tree_medium_0080.png,0.0571428571428571,sparse,34,36,2,1,in_distribution_normal,test,0.12944435586734693,11,0.0,True
syn_random_tree_tiny_0114,synthetic,random_tree,tiny,10,9,"{""n"": 10}",graphviz_sfdp,3820245451,data/raw/synthetic/syn_random_tree_tiny_0114.graphml,data/images/syn_random_tree_tiny_0114.png,0.2,medium,9,7,2,1,in_distribution_normal,test,0.1220703125,7,0.0,True
syn_random_tree_small_0043,synthetic,random_tree,small,13,12,"{""n"": 13}",graphviz_sfdp,2179143981,data/raw/synthetic/syn_random_tree_small_0043.graphml,data/images/syn_random_tree_small_0043.png,0.1538461538461538,medium,12,9,3,1,in_distribution_normal,test,0.12442203443877552,8,0.0,True
syn_random_tree_medium_0094,synthetic,random_tree,medium,49,48,"{""n"": 49}",graphviz_sfdp,1866731528,data/raw/synthetic/syn_random_tree_medium_0094.graphml,data/images/syn_random_tree_medium_0094.png,0.0408163265306122,sparse,45,45,3,4,in_distribution_normal,test,0.12966358418367346,19,0.0,True
syn_random_tree_large_0111,synthetic,random_tree,large,92,91,"{""n"": 92}",graphviz_sfdp,3689535084,data/raw/synthetic/syn_random_tree_large_0111.graphml,data/images/syn_random_tree_large_0111.png,0.0217391304347826,sparse,69,76,15,23,in_distribution_normal,test,0.12053571428571429,32,0.0,True
syn_random_tree_small_0097,synthetic,random_tree,small,19,18,"{""n"": 19}",graphviz_sfdp,2931301230,data/raw/synthetic/syn_random_tree_small_0097.graphml,data/images/syn_random_tree_small_0097.png,0.1052631578947368,sparse,17,17,1,2,in_distribution_normal,test,0.1288265306122449,12,0.0,True
syn_random_tree_small_0109,synthetic,random_tree,small,25,24,"{""n"": 25}",graphviz_sfdp,101860732,data/raw/synthetic/syn_random_tree_small_0109.graphml,data/images/syn_random_tree_small_0109.png,0.08,sparse,24,24,0,1,in_distribution_normal,test,0.12810905612244897,9,0.0,True
syn_random_tree_tiny_0060,synthetic,random_tree,tiny,8,7,"{""n"": 8}",graphviz_sfdp,2693310570,data/raw/synthetic/syn_random_tree_tiny_0060.graphml,data/images/syn_random_tree_tiny_0060.png,0.25,medium,7,5,2,1,in_distribution_normal,test,0.11708785076530612,3,0.0,True
syn_random_tree_large_0123,synthetic,random_tree,large,99,98,"{""n"": 99}",graphviz_sfdp,2037041164,data/raw/synthetic/syn_random_tree_large_0123.graphml,data/images/syn_random_tree_large_0123.png,0.0202020202020202,sparse,68,74,24,31,in_distribution_normal,test,0.12436224489795919,29,0.0,True
syn_random_tree_tiny_0033,synthetic,random_tree,tiny,10,9,"{""n"": 10}",graphviz_sfdp,2195125816,data/raw/synthetic/syn_random_tree_tiny_0033.graphml,data/images/syn_random_tree_tiny_0033.png,0.2,medium,9,7,2,1,in_distribution_normal,test,0.12330596301020408,5,0.0,True
syn_random_tree_small_0068,synthetic,random_tree,small,22,21,"{""n"": 22}",graphviz_sfdp,2981808993,data/raw/synthetic/syn_random_tree_small_0068.graphml,data/images/syn_random_tree_small_0068.png,0.0909090909090909,sparse,19,18,3,3,in_distribution_normal,test,0.12543845663265307,10,0.0,True
syn_random_tree_large_0036,synthetic,random_tree,large,58,57,"{""n"": 58}",graphviz_sfdp,850934793,data/raw/synthetic/syn_random_tree_large_0036.graphml,data/images/syn_random_tree_large_0036.png,0.0344827586206896,sparse,57,55,2,1,in_distribution_normal,test,0.12894610969387754,19,0.0,True
syn_random_tree_tiny_0056,synthetic,random_tree,tiny,6,5,"{""n"": 6}",graphviz_sfdp,407500544,data/raw/synthetic/syn_random_tree_tiny_0056.graphml,data/images/syn_random_tree_tiny_0056.png,0.3333333333333333,medium,6,5,0,0,in_distribution_normal,test,0.11342075892857142,5,0.0,True
syn_random_tree_medium_0003,synthetic,random_tree,medium,34,33,"{""n"": 34}",graphviz_sfdp,857331830,data/raw/synthetic/syn_random_tree_medium_0003.graphml,data/images/syn_random_tree_medium_0003.png,0.0588235294117647,sparse,27,28,5,7,in_distribution_normal,test,0.1259765625,13,0.0,True
syn_random_tree_tiny_0093,synthetic,random_tree,tiny,6,5,"{""n"": 6}",graphviz_sfdp,2464672519,data/raw/synthetic/syn_random_tree_tiny_0093.graphml,data/images/syn_random_tree_tiny_0093.png,0.3333333333333333,medium,7,4,1,1,in_distribution_normal,test,0.11631058673469388,5,0.0,True
syn_random_tree_medium_0012,synthetic,random_tree,medium,36,35,"{""n"": 36}",graphviz_sfdp,3810456907,data/raw/synthetic/syn_random_tree_medium_0012.graphml,data/images/syn_random_tree_medium_0012.png,0.0555555555555555,sparse,29,28,7,7,in_distribution_normal,test,0.12615593112244897,13,0.0,True
syn_random_tree_medium_0105,synthetic,random_tree,medium,48,47,"{""n"": 48}",graphviz_sfdp,864525915,data/raw/synthetic/syn_random_tree_medium_0105.graphml,data/images/syn_random_tree_medium_0105.png,0.0416666666666666,sparse,40,41,6,8,in_distribution_normal,test,0.12926498724489796,19,0.0,True
syn_random_tree_medium_0109,synthetic,random_tree,medium,44,43,"{""n"": 44}",graphviz_sfdp,1487349418,data/raw/synthetic/syn_random_tree_medium_0109.graphml,data/images/syn_random_tree_medium_0109.png,0.0454545454545454,sparse,35,38,5,9,in_distribution_normal,test,0.12482063137755102,20,0.0,True
syn_random_tree_tiny_0073,synthetic,random_tree,tiny,5,4,"{""n"": 5}",graphviz_sfdp,1815597835,data/raw/synthetic/syn_random_tree_tiny_0073.graphml,data/images/syn_random_tree_tiny_0073.png,0.4,dense,6,3,1,1,high_density_clutter,test,0.11435746173469388,4,0.0,True
syn_random_tree_tiny_0118,synthetic,random_tree,tiny,6,5,"{""n"": 6}",graphviz_sfdp,881540508,data/raw/synthetic/syn_random_tree_tiny_0118.graphml,data/images/syn_random_tree_tiny_0118.png,0.3333333333333333,medium,6,4,1,0,in_distribution_normal,test,0.11246412627551021,4,0.0,True
syn_random_tree_medium_0100,synthetic,random_tree,medium,43,42,"{""n"": 43}",graphviz_sfdp,436171549,data/raw/synthetic/syn_random_tree_medium_0100.graphml,data/images/syn_random_tree_medium_0100.png,0.0465116279069767,sparse,42,43,1,1,in_distribution_normal,test,0.13006218112244897,17,0.0,True
syn_random_tree_small_0125,synthetic,random_tree,small,24,23,"{""n"": 24}",graphviz_sfdp,1542066762,data/raw/synthetic/syn_random_tree_small_0125.graphml,data/images/syn_random_tree_small_0125.png,0.0833333333333333,sparse,23,22,1,1,in_distribution_normal,test,0.12717235331632654,9,0.0,True
syn_random_tree_medium_0106,synthetic,random_tree,medium,43,42,"{""n"": 43}",graphviz_sfdp,3815432309,data/raw/synthetic/syn_random_tree_medium_0106.graphml,data/images/syn_random_tree_medium_0106.png,0.0465116279069767,sparse,38,38,4,5,in_distribution_normal,test,0.1278499681122449,21,0.0,True
syn_watts_strogatz_medium_0041,synthetic,watts_strogatz,medium,32,32,"{""n"": 32, ""k"": 2, ""p"": 0.2722165364788706}",graphviz_sfdp,1090789871,data/raw/synthetic/syn_watts_strogatz_medium_0041.graphml,data/images/syn_watts_strogatz_medium_0041.png,0.064516129032258,sparse,28,31,1,4,in_distribution_normal,test,0.12707270408163265,9,0.0,False
syn_watts_strogatz_tiny_0069,synthetic,watts_strogatz,tiny,7,14,"{""n"": 7, ""k"": 4, ""p"": 0.2899305423409604}",graphviz_sfdp,3215342505,data/raw/synthetic/syn_watts_strogatz_tiny_0069.graphml,data/images/syn_watts_strogatz_tiny_0069.png,0.6666666666666666,dense,7,14,0,0,high_density_clutter,test,0.1280094068877551,2,0.5904761904761904,True
syn_watts_strogatz_large_0057,synthetic,watts_strogatz,large,56,112,"{""n"": 56, ""k"": 4, ""p"": 0.16113940416120637}",graphviz_sfdp,3747198086,data/raw/synthetic/syn_watts_strogatz_large_0057.graphml,data/images/syn_watts_strogatz_large_0057.png,0.0727272727272727,sparse,51,102,10,5,in_distribution_normal,test,0.15146683673469388,7,0.2755952380952381,True
syn_watts_strogatz_tiny_0015,synthetic,watts_strogatz,tiny,6,6,"{""n"": 6, ""k"": 2, ""p"": 0.20276501459361396}",graphviz_sfdp,1108092896,data/raw/synthetic/syn_watts_strogatz_tiny_0015.graphml,data/images/syn_watts_strogatz_tiny_0015.png,0.4,dense,6,4,2,0,high_density_clutter,test,0.11057079081632654,3,0.3611111111111111,True
syn_watts_strogatz_tiny_0004,synthetic,watts_strogatz,tiny,5,5,"{""n"": 5, ""k"": 2, ""p"": 0.2470070214857109}",graphviz_sfdp,1878635836,data/raw/synthetic/syn_watts_strogatz_tiny_0004.graphml,data/images/syn_watts_strogatz_tiny_0004.png,0.5,dense,6,4,1,1,high_density_clutter,test,0.10616629464285714,3,0.4666666666666667,True
syn_watts_strogatz_medium_0019,synthetic,watts_strogatz,medium,44,44,"{""n"": 44, ""k"": 2, ""p"": 0.1306509977178243}",graphviz_sfdp,3091286765,data/raw/synthetic/syn_watts_strogatz_medium_0019.graphml,data/images/syn_watts_strogatz_medium_0019.png,0.0465116279069767,sparse,42,44,0,2,in_distribution_normal,test,0.12474091198979592,27,0.0,True
syn_watts_strogatz_large_0012,synthetic,watts_strogatz,large,64,64,"{""n"": 64, ""k"": 2, ""p"": 0.06448457273035706}",graphviz_sfdp,1839936675,data/raw/synthetic/syn_watts_strogatz_large_0012.graphml,data/images/syn_watts_strogatz_large_0012.png,0.0317460317460317,sparse,39,43,21,25,in_distribution_normal,test,0.11136798469387756,33,0.0,False
syn_watts_strogatz_large_0056,synthetic,watts_strogatz,large,91,273,"{""n"": 91, ""k"": 6, ""p"": 0.14902395391782397}",graphviz_sfdp,3576868867,data/raw/synthetic/syn_watts_strogatz_large_0056.graphml,data/images/syn_watts_strogatz_large_0056.png,0.0666666666666666,sparse,93,254,19,2,in_distribution_normal,test,0.19140625,6,0.41302982731554155,True
syn_watts_strogatz_small_0020,synthetic,watts_strogatz,small,16,48,"{""n"": 16, ""k"": 6, ""p"": 0.2386988640250845}",graphviz_sfdp,3539092770,data/raw/synthetic/syn_watts_strogatz_small_0020.graphml,data/images/syn_watts_strogatz_small_0020.png,0.4,dense,17,52,4,1,high_density_clutter,test,0.1599968112244898,3,0.41527777777777775,True
syn_watts_strogatz_large_0116,synthetic,watts_strogatz,large,91,182,"{""n"": 91, ""k"": 4, ""p"": 0.26591390655961267}",graphviz_sfdp,1360173670,data/raw/synthetic/syn_watts_strogatz_large_0116.graphml,data/images/syn_watts_strogatz_large_0116.png,0.0444444444444444,sparse,85,167,15,6,in_distribution_normal,test,0.16824776785714285,7,0.24641548927263213,True
syn_watts_strogatz_large_0115,synthetic,watts_strogatz,large,54,162,"{""n"": 54, ""k"": 6, ""p"": 0.23598360427976783}",graphviz_sfdp,3338228802,data/raw/synthetic/syn_watts_strogatz_large_0115.graphml,data/images/syn_watts_strogatz_large_0115.png,0.1132075471698113,sparse,57,166,4,3,in_distribution_normal,test,0.18363360969387754,4,0.30365961199294533,True
syn_watts_strogatz_large_0098,synthetic,watts_strogatz,large,96,288,"{""n"": 96, ""k"": 6, ""p"": 0.2815368064256278}",graphviz_sfdp,3672370337,data/raw/synthetic/syn_watts_strogatz_large_0098.graphml,data/images/syn_watts_strogatz_large_0098.png,0.0631578947368421,sparse,82,342,54,14,in_distribution_normal,test,0.24164939413265307,5,0.1921544312169312,True
syn_watts_strogatz_tiny_0006,synthetic,watts_strogatz,tiny,10,30,"{""n"": 10, ""k"": 6, ""p"": 0.21729094049376552}",graphviz_sfdp,260994190,data/raw/synthetic/syn_watts_strogatz_tiny_0006.graphml,data/images/syn_watts_strogatz_tiny_0006.png,0.6666666666666666,dense,10,29,1,0,high_density_clutter,test,0.14646444515306123,2,0.6376190476190475,True
syn_watts_strogatz_medium_0036,synthetic,watts_strogatz,medium,31,93,"{""n"": 31, ""k"": 6, ""p"": 0.11079958782293485}",graphviz_sfdp,293850029,data/raw/synthetic/syn_watts_strogatz_medium_0036.graphml,data/images/syn_watts_strogatz_medium_0036.png,0.2,medium,30,94,1,1,in_distribution_normal,test,0.1651985012755102,4,0.39992319508448537,True
syn_watts_strogatz_small_0108,synthetic,watts_strogatz,small,13,13,"{""n"": 13, ""k"": 2, ""p"": 0.10572713336969027}",graphviz_sfdp,1236750307,data/raw/synthetic/syn_watts_strogatz_small_0108.graphml,data/images/syn_watts_strogatz_small_0108.png,0.1666666666666666,medium,13,12,1,0,in_distribution_normal,test,0.12741151147959184,7,0.1794871794871795,False
syn_watts_strogatz_tiny_0016,synthetic,watts_strogatz,tiny,7,21,"{""n"": 7, ""k"": 6, ""p"": 0.2762610453905171}",graphviz_sfdp,2035141264,data/raw/synthetic/syn_watts_strogatz_tiny_0016.graphml,data/images/syn_watts_strogatz_tiny_0016.png,1.0,dense,8,25,4,1,high_density_clutter,test,0.14696269132653061,1,1.0,True
syn_watts_strogatz_small_0101,synthetic,watts_strogatz,small,14,42,"{""n"": 14, ""k"": 6, ""p"": 0.13804834027127366}",graphviz_sfdp,2171524770,data/raw/synthetic/syn_watts_strogatz_small_0101.graphml,data/images/syn_watts_strogatz_small_0101.png,0.4615384615384615,dense,14,44,2,0,high_density_clutter,test,0.15676817602040816,3,0.5125850340136054,True
syn_watts_strogatz_large_0095,synthetic,watts_strogatz,large,68,68,"{""n"": 68, ""k"": 2, ""p"": 0.1613827749377706}",graphviz_sfdp,931097818,data/raw/synthetic/syn_watts_strogatz_large_0095.graphml,data/images/syn_watts_strogatz_large_0095.png,0.0298507462686567,sparse,51,53,15,17,in_distribution_normal,test,0.11573262117346939,53,0.0,True
