graph_id,source,generator,tier,num_nodes,num_edges,gen_params,layout_algorithm,layout_seed,graph_path,image_path
real_PROTEINS_1040,real,PROTEINS,small,20,43,{},networkx_spring,585179300,data/raw/real/PROTEINS/real_PROTEINS_1040.graphml,data/images/real_PROTEINS_1040.png
real_PROTEINS_1041,real,PROTEINS,tiny,5,9,{},networkx_spring,2579363303,data/raw/real/PROTEINS/real_PROTEINS_1041.graphml,data/images/real_PROTEINS_1041.png
real_PROTEINS_1042,real,PROTEINS,tiny,4,6,{},networkx_spring,2943931350,data/raw/real/PROTEINS/real_PROTEINS_1042.graphml,data/images/real_PROTEINS_1042.png
real_PROTEINS_1043,real,PROTEINS,tiny,8,15,{},networkx_spring,2770903042,data/raw/real/PROTEINS/real_PROTEINS_1043.graphml,data/images/real_PROTEINS_1043.png
real_PROTEINS_1044,real,PROTEINS,small,18,32,{},networkx_spring,1200224044,data/raw/real/PROTEINS/real_PROTEINS_1044.graphml,data/images/real_PROTEINS_1044.png
real_PROTEINS_1045,real,PROTEINS,tiny,4,6,{},networkx_spring,683116142,data/raw/real/PROTEINS/real_PROTEINS_1045.graphml,data/images/real_PROTEINS_1045.png
real_PROTEINS_1046,real,PROTEINS,small,13,22,{},networkx_spring,534668783,data/raw/real/PROTEINS/real_PROTEINS_1046.graphml,data/images/real_PROTEINS_1046.png
real_PROTEINS_1047,real,PROTEINS,tiny,4,6,{},networkx_spring,666111549,data/raw/real/PROTEINS/real_PROTEINS_1047.graphml,data/images/real_PROTEINS_1047.png
real_PROTEINS_1048,real,PROTEINS,small,18,33,{},networkx_spring,3981856211,data/raw/real/PROTEINS/real_PROTEINS_1048.graphml,data/images/real_PROTEINS_1048.png
real_PROTEINS_1049,real,PROTEINS,small,11,21,{},networkx_spring,633609168,data/raw/real/PROTEINS/real_PROTEINS_1049.graphml,data/images/real_PROTEINS_1049.png
real_PROTEINS_1050,real,PROTEINS,small,22,36,{},networkx_spring,205995215,data/raw/real/PROTEINS/real_PROTEINS_1050.graphml,data/images/real_PROTEINS_1050.png
real_PROTEINS_1051,real,PROTEINS,small,12,22,{},networkx_spring,1408194996,data/raw/real/PROTEINS/real_PROTEINS_1051.graphml,data/images/real_PROTEINS_1051.png
real_PROTEINS_1052,real,PROTEINS,medium,32,62,{},networkx_spring,1265999055,data/raw/real/PROTEINS/real_PROTEINS_1052.graphml,data/images/real_PROTEINS_1052.png
real_PROTEINS_1053,real,PROTEINS,small,20,23,{},networkx_spring,361729581,data/raw/real/PROTEINS/real_PROTEINS_1053.graphml,data/images/real_PROTEINS_1053.png
real_PROTEINS_1054,real,PROTEINS,small,16,19,{},networkx_spring,2047553628,data/raw/real/PROTEINS/real_PROTEINS_1054.graphml,data/images/real_PROTEINS_1054.png
real_PROTEINS_1055,real,PROTEINS,tiny,5,9,{},networkx_spring,41669022,data/raw/real/PROTEINS/real_PROTEINS_1055.graphml,data/images/real_PROTEINS_1055.png
real_PROTEINS_1056,real,PROTEINS,tiny,6,11,{},networkx_spring,1718182160,data/raw/real/PROTEINS/real_PROTEINS_1056.graphml,data/images/real_PROTEINS_1056.png
real_PROTEINS_1057,real,PROTEINS,small,10,17,{},networkx_spring,1602171861,data/raw/real/PROTEINS/real_PROTEINS_1057.graphml,data/images/real_PROTEINS_1057.png
real_PROTEINS_1058,real,PROTEINS,tiny,6,11,{},networkx_spring,4164139398,data/raw/real/PROTEINS/real_PROTEINS_1058.graphml,data/images/real_PROTEINS_1058.png
real_PROTEINS_1059,real,PROTEINS,tiny,6,11,{},networkx_spring,832282716,data/raw/real/PROTEINS/real_PROTEINS_1059.graphml,data/images/real_PROTEINS_1059.png
real_PROTEINS_1060,real,PROTEINS,small,24,41,{},networkx_spring,1673649169,data/raw/real/PROTEINS/real_PROTEINS_1060.graphml,data/images/real_PROTEINS_1060.png
real_PROTEINS_1061,real,PROTEINS,small,24,41,{},networkx_spring,4072112248,data/raw/real/PROTEINS/real_PROTEINS_1061.graphml,data/images/real_PROTEINS_1061.png
real_PROTEINS_1062,real,PROTEINS,tiny,7,13,{},networkx_spring,2251116406,data/raw/real/PROTEINS/real_PROTEINS_1062.graphml,data/images/real_PROTEINS_1062.png
real_PROTEINS_1063,real,PROTEINS,small,18,35,{},networkx_spring,2686177724,data/raw/real/PROTEINS/real_PROTEINS_1063.graphml,data/images/real_PROTEINS_1063.png
real_PROTEINS_1064,real,PROTEINS,small,17,32,{},networkx_spring,1581771998,data/raw/real/PROTEINS/real_PROTEINS_1064.graphml,data/images/real_PROTEINS_1064.png
real_PROTEINS_1065,real,PROTEINS,tiny,8,16,{},networkx_spring,1642038989,data/raw/real/PROTEINS/real_PROTEINS_1065.graphml,data/images/real_PROTEINS_1065.png
real_PROTEINS_1066,real,PROTEINS,large,64,86,{},networkx_spring,436253364,data/raw/real/PROTEINS/real_PROTEINS_1066.graphml,data/images/real_PROTEINS_1066.png
real_PROTEINS_1067,real,PROTEINS,small,14,26,{},networkx_spring,2651752084,data/raw/real/PROTEINS/real_PROTEINS_1067.graphml,data/images/real_PROTEINS_1067.png
real_PROTEINS_1068,real,PROTEINS,tiny,9,16,{},networkx_spring,1880310367,data/raw/real/PROTEINS/real_PROTEINS_1068.graphml,data/images/real_PROTEINS_1068.png
real_PROTEINS_1069,real,PROTEINS,small,11,20,{},networkx_spring,3559064154,data/raw/real/PROTEINS/real_PROTEINS_1069.graphml,data/images/real_PROTEINS_1069.png
real_PROTEINS_1070,real,PROTEINS,tiny,8,14,{},networkx_spring,1889346421,data/raw/real/PROTEINS/real_PROTEINS_1070.graphml,data/images/real_PROTEINS_1070.png
real_PROTEINS_1071,real,PROTEINS,medium,33,58,{},networkx_spring,2330754445,data/raw/real/PROTEINS/real_PROTEINS_1071.graphml,data/images/real_PROTEINS_1071.png
real_PROTEINS_1072,real,PROTEINS,small,17,32,{},networkx_spring,3580704698,data/raw/real/PROTEINS/real_PROTEINS_1072.graphml,data/images/real_PROTEINS_1072.png
real_PROTEINS_1073,real,PROTEINS,large,96,204,{},networkx_spring,1326632725,data/raw/real/PROTEINS/real_PROTEINS_1073.graphml,data/images/real_PROTEINS_1073.png
real_PROTEINS_1074,real,PROTEINS,small,14,28,{},networkx_spring,905919633,data/raw/real/PROTEINS/real_PROTEINS_1074.graphml,data/images/real_PROTEINS_1074.png
real_PROTEINS_1075,real,PROTEINS,small,16,25,{},networkx_spring,1923544203,data/raw/real/PROTEINS/real_PROTEINS_1075.graphml,data/images/real_PROTEINS_1075.png
real_PROTEINS_1076,real,PROTEINS,large,72,109,{},networkx_spring,3405172646,data/raw/real/PROTEINS/real_PROTEINS_1076.graphml,data/images/real_PROTEINS_1076.png
real_PROTEINS_1077,real,PROTEINS,small,22,38,{},networkx_spring,3773055457,data/raw/real/PROTEINS/real_PROTEINS_1077.graphml,data/images/real_PROTEINS_1077.png
real_PROTEINS_1078,real,PROTEINS,tiny,6,11,{},networkx_spring,951386804,data/raw/real/PROTEINS/real_PROTEINS_1078.graphml,data/images/real_PROTEINS_1078.png
real_PROTEINS_1079,real,PROTEINS,tiny,6,11,{},networkx_spring,3994149353,data/raw/real/PROTEINS/real_PROTEINS_1079.graphml,data/images/real_PROTEINS_1079.png
real_PROTEINS_1080,real,PROTEINS,tiny,8,16,{},networkx_spring,2043539501,data/raw/real/PROTEINS/real_PROTEINS_1080.graphml,data/images/real_PROTEINS_1080.png
real_PROTEINS_1081,real,PROTEINS,small,15,27,{},networkx_spring,373082699,data/raw/real/PROTEINS/real_PROTEINS_1081.graphml,data/images/real_PROTEINS_1081.png
real_PROTEINS_1082,real,PROTEINS,tiny,7,12,{},networkx_spring,366789351,data/raw/real/PROTEINS/real_PROTEINS_1082.graphml,data/images/real_PROTEINS_1082.png
real_PROTEINS_1083,real,PROTEINS,small,14,26,{},networkx_spring,2255667031,data/raw/real/PROTEINS/real_PROTEINS_1083.graphml,data/images/real_PROTEINS_1083.png
real_PROTEINS_1084,real,PROTEINS,medium,26,50,{},networkx_spring,2959863732,data/raw/real/PROTEINS/real_PROTEINS_1084.graphml,data/images/real_PROTEINS_1084.png
real_PROTEINS_1085,real,PROTEINS,tiny,8,11,{},networkx_spring,3281596182,data/raw/real/PROTEINS/real_PROTEINS_1085.graphml,data/images/real_PROTEINS_1085.png
real_PROTEINS_1086,real,PROTEINS,medium,27,47,{},networkx_spring,1807563891,data/raw/real/PROTEINS/real_PROTEINS_1086.graphml,data/images/real_PROTEINS_1086.png
real_PROTEINS_1087,real,PROTEINS,small,24,41,{},networkx_spring,3558507930,data/raw/real/PROTEINS/real_PROTEINS_1087.graphml,data/images/real_PROTEINS_1087.png
real_PROTEINS_1088,real,PROTEINS,small,13,24,{},networkx_spring,1186884659,data/raw/real/PROTEINS/real_PROTEINS_1088.graphml,data/images/real_PROTEINS_1088.png
real_PROTEINS_1089,real,PROTEINS,tiny,4,6,{},networkx_spring,3021983817,data/raw/real/PROTEINS/real_PROTEINS_1089.graphml,data/images/real_PROTEINS_1089.png
real_PROTEINS_1090,real,PROTEINS,medium,38,65,{},networkx_spring,693948046,data/raw/real/PROTEINS/real_PROTEINS_1090.graphml,data/images/real_PROTEINS_1090.png
real_PROTEINS_1091,real,PROTEINS,small,21,38,{},networkx_spring,1767668438,data/raw/real/PROTEINS/real_PROTEINS_1091.graphml,data/images/real_PROTEINS_1091.png
real_PROTEINS_1092,real,PROTEINS,small,10,15,{},networkx_spring,499559347,data/raw/real/PROTEINS/real_PROTEINS_1092.graphml,data/images/real_PROTEINS_1092.png
real_PROTEINS_1093,real,PROTEINS,small,21,38,{},networkx_spring,2889057446,data/raw/real/PROTEINS/real_PROTEINS_1093.graphml,data/images/real_PROTEINS_1093.png
real_PROTEINS_1094,real,PROTEINS,tiny,7,13,{},networkx_spring,3703374888,data/raw/real/PROTEINS/real_PROTEINS_1094.graphml,data/images/real_PROTEINS_1094.png
real_PROTEINS_1095,real,PROTEINS,small,18,30,{},networkx_spring,4001760490,data/raw/real/PROTEINS/real_PROTEINS_1095.graphml,data/images/real_PROTEINS_1095.png
real_PROTEINS_1096,real,PROTEINS,small,12,24,{},networkx_spring,3558704088,data/raw/real/PROTEINS/real_PROTEINS_1096.graphml,data/images/real_PROTEINS_1096.png
real_PROTEINS_1097,real,PROTEINS,tiny,6,11,{},networkx_spring,803934664,data/raw/real/PROTEINS/real_PROTEINS_1097.graphml,data/images/real_PROTEINS_1097.png
real_PROTEINS_1098,real,PROTEINS,small,11,21,{},networkx_spring,587421055,data/raw/real/PROTEINS/real_PROTEINS_1098.graphml,data/images/real_PROTEINS_1098.png
real_PROTEINS_1099,real,PROTEINS,small,10,18,{},networkx_spring,3624462787,data/raw/real/PROTEINS/real_PROTEINS_1099.graphml,data/images/real_PROTEINS_1099.png
real_PROTEINS_1100,real,PROTEINS,medium,29,50,{},networkx_spring,302630787,data/raw/real/PROTEINS/real_PROTEINS_1100.graphml,data/images/real_PROTEINS_1100.png
real_PROTEINS_1101,real,PROTEINS,medium,36,64,{},networkx_spring,2089927500,data/raw/real/PROTEINS/real_PROTEINS_1101.graphml,data/images/real_PROTEINS_1101.png
real_PROTEINS_1102,real,PROTEINS,tiny,7,13,{},networkx_spring,540256075,data/raw/real/PROTEINS/real_PROTEINS_1102.graphml,data/images/real_PROTEINS_1102.png
real_PROTEINS_1103,real,PROTEINS,small,20,34,{},networkx_spring,1574800643,data/raw/real/PROTEINS/real_PROTEINS_1103.graphml,data/images/real_PROTEINS_1103.png
real_PROTEINS_1104,real,PROTEINS,small,16,35,{},networkx_spring,2049180050,data/raw/real/PROTEINS/real_PROTEINS_1104.graphml,data/images/real_PROTEINS_1104.png
real_PROTEINS_1105,real,PROTEINS,tiny,4,6,{},networkx_spring,3753752954,data/raw/real/PROTEINS/real_PROTEINS_1105.graphml,data/images/real_PROTEINS_1105.png
real_PROTEINS_1106,real,PROTEINS,tiny,6,11,{},networkx_spring,1880078683,data/raw/real/PROTEINS/real_PROTEINS_1106.graphml,data/images/real_PROTEINS_1106.png
real_PROTEINS_1107,real,PROTEINS,tiny,5,9,{},networkx_spring,1822394179,data/raw/real/PROTEINS/real_PROTEINS_1107.graphml,data/images/real_PROTEINS_1107.png
real_PROTEINS_1108,real,PROTEINS,small,22,38,{},networkx_spring,1704480252,data/raw/real/PROTEINS/real_PROTEINS_1108.graphml,data/images/real_PROTEINS_1108.png
real_PROTEINS_1109,real,PROTEINS,tiny,5,9,{},networkx_spring,3952251393,data/raw/real/PROTEINS/real_PROTEINS_1109.graphml,data/images/real_PROTEINS_1109.png
real_PROTEINS_1110,real,PROTEINS,small,15,27,{},networkx_spring,4006656008,data/raw/real/PROTEINS/real_PROTEINS_1110.graphml,data/images/real_PROTEINS_1110.png
real_PROTEINS_1111,real,PROTEINS,small,16,29,{},networkx_spring,3026361245,data/raw/real/PROTEINS/real_PROTEINS_1111.graphml,data/images/real_PROTEINS_1111.png
real_PROTEINS_1112,real,PROTEINS,tiny,5,9,{},networkx_spring,3150999181,data/raw/real/PROTEINS/real_PROTEINS_1112.graphml,data/images/real_PROTEINS_1112.png
real_PROTEINS_1113,real,PROTEINS,medium,40,74,{},networkx_spring,183448977,data/raw/real/PROTEINS/real_PROTEINS_1113.graphml,data/images/real_PROTEINS_1113.png
syn_barabasi_albert_large_0001,synthetic,barabasi_albert,large,54,53,"{""n"": 54, ""m"": 1}",networkx_spring,3869954844,data/raw/synthetic/syn_barabasi_albert_large_0001.graphml,data/images/syn_barabasi_albert_large_0001.png
syn_barabasi_albert_large_0002,synthetic,barabasi_albert,large,72,335,"{""n"": 72, ""m"": 5}",networkx_spring,3966567885,data/raw/synthetic/syn_barabasi_albert_large_0002.graphml,data/images/syn_barabasi_albert_large_0002.png
syn_barabasi_albert_large_0003,synthetic,barabasi_albert,large,75,216,"{""n"": 75, ""m"": 3}",networkx_spring,4102265402,data/raw/synthetic/syn_barabasi_albert_large_0003.graphml,data/images/syn_barabasi_albert_large_0003.png
syn_barabasi_albert_large_0004,synthetic,barabasi_albert,large,74,213,"{""n"": 74, ""m"": 3}",networkx_spring,1146969643,data/raw/synthetic/syn_barabasi_albert_large_0004.graphml,data/images/syn_barabasi_albert_large_0004.png
syn_barabasi_albert_large_0005,synthetic,barabasi_albert,large,80,304,"{""n"": 80, ""m"": 4}",networkx_spring,230912392,data/raw/synthetic/syn_barabasi_albert_large_0005.graphml,data/images/syn_barabasi_albert_large_0005.png
syn_barabasi_albert_large_0006,synthetic,barabasi_albert,large,58,112,"{""n"": 58, ""m"": 2}",networkx_spring,4091862243,data/raw/synthetic/syn_barabasi_albert_large_0006.graphml,data/images/syn_barabasi_albert_large_0006.png
syn_barabasi_albert_large_0007,synthetic,barabasi_albert,large,80,304,"{""n"": 80, ""m"": 4}",networkx_spring,2477506816,data/raw/synthetic/syn_barabasi_albert_large_0007.graphml,data/images/syn_barabasi_albert_large_0007.png
syn_barabasi_albert_large_0008,synthetic,barabasi_albert,large,75,74,"{""n"": 75, ""m"": 1}",networkx_spring,1202055403,data/raw/synthetic/syn_barabasi_albert_large_0008.graphml,data/images/syn_barabasi_albert_large_0008.png
syn_barabasi_albert_large_0009,synthetic,barabasi_albert,large,79,370,"{""n"": 79, ""m"": 5}",networkx_spring,1486220180,data/raw/synthetic/syn_barabasi_albert_large_0009.graphml,data/images/syn_barabasi_albert_large_0009.png
syn_barabasi_albert_large_0010,synthetic,barabasi_albert,large,50,96,"{""n"": 50, ""m"": 2}",networkx_spring,2472450232,data/raw/synthetic/syn_barabasi_albert_large_0010.graphml,data/images/syn_barabasi_albert_large_0010.png
syn_barabasi_albert_large_0011,synthetic,barabasi_albert,large,88,336,"{""n"": 88, ""m"": 4}",networkx_spring,525054511,data/raw/synthetic/syn_barabasi_albert_large_0011.graphml,data/images/syn_barabasi_albert_large_0011.png
syn_barabasi_albert_large_0012,synthetic,barabasi_albert,large,87,332,"{""n"": 87, ""m"": 4}",networkx_spring,2265759550,data/raw/synthetic/syn_barabasi_albert_large_0012.graphml,data/images/syn_barabasi_albert_large_0012.png
syn_barabasi_albert_large_0013,synthetic,barabasi_albert,large,54,200,"{""n"": 54, ""m"": 4}",networkx_spring,3010054394,data/raw/synthetic/syn_barabasi_albert_large_0013.graphml,data/images/syn_barabasi_albert_large_0013.png
syn_barabasi_albert_large_0014,synthetic,barabasi_albert,large,89,340,"{""n"": 89, ""m"": 4}",networkx_spring,2018114254,data/raw/synthetic/syn_barabasi_albert_large_0014.graphml,data/images/syn_barabasi_albert_large_0014.png
syn_barabasi_albert_large_0015,synthetic,barabasi_albert,large,98,376,"{""n"": 98, ""m"": 4}",networkx_spring,2712367310,data/raw/synthetic/syn_barabasi_albert_large_0015.graphml,data/images/syn_barabasi_albert_large_0015.png
syn_barabasi_albert_large_0016,synthetic,barabasi_albert,large,88,336,"{""n"": 88, ""m"": 4}",networkx_spring,1979400504,data/raw/synthetic/syn_barabasi_albert_large_0016.graphml,data/images/syn_barabasi_albert_large_0016.png
syn_barabasi_albert_large_0017,synthetic,barabasi_albert,large,54,153,"{""n"": 54, ""m"": 3}",networkx_spring,3540671469,data/raw/synthetic/syn_barabasi_albert_large_0017.graphml,data/images/syn_barabasi_albert_large_0017.png
syn_barabasi_albert_large_0018,synthetic,barabasi_albert,large,65,186,"{""n"": 65, ""m"": 3}",networkx_spring,3119232026,data/raw/synthetic/syn_barabasi_albert_large_0018.graphml,data/images/syn_barabasi_albert_large_0018.png
syn_barabasi_albert_large_0019,synthetic,barabasi_albert,large,65,300,"{""n"": 65, ""m"": 5}",networkx_spring,216737077,data/raw/synthetic/syn_barabasi_albert_large_0019.graphml,data/images/syn_barabasi_albert_large_0019.png
syn_barabasi_albert_large_0020,synthetic,barabasi_albert,large,52,147,"{""n"": 52, ""m"": 3}",networkx_spring,3433641175,data/raw/synthetic/syn_barabasi_albert_large_0020.graphml,data/images/syn_barabasi_albert_large_0020.png
syn_barabasi_albert_large_0021,synthetic,barabasi_albert,large,71,330,"{""n"": 71, ""m"": 5}",networkx_spring,692301927,data/raw/synthetic/syn_barabasi_albert_large_0021.graphml,data/images/syn_barabasi_albert_large_0021.png
syn_barabasi_albert_large_0022,synthetic,barabasi_albert,large,90,261,"{""n"": 90, ""m"": 3}",networkx_spring,415200808,data/raw/synthetic/syn_barabasi_albert_large_0022.graphml,data/images/syn_barabasi_albert_large_0022.png
syn_barabasi_albert_large_0023,synthetic,barabasi_albert,large,52,147,"{""n"": 52, ""m"": 3}",networkx_spring,1690075006,data/raw/synthetic/syn_barabasi_albert_large_0023.graphml,data/images/syn_barabasi_albert_large_0023.png
syn_barabasi_albert_large_0024,synthetic,barabasi_albert,large,89,420,"{""n"": 89, ""m"": 5}",networkx_spring,3573682693,data/raw/synthetic/syn_barabasi_albert_large_0024.graphml,data/images/syn_barabasi_albert_large_0024.png
syn_barabasi_albert_large_0025,synthetic,barabasi_albert,large,57,56,"{""n"": 57, ""m"": 1}",networkx_spring,2688842928,data/raw/synthetic/syn_barabasi_albert_large_0025.graphml,data/images/syn_barabasi_albert_large_0025.png
syn_barabasi_albert_large_0026,synthetic,barabasi_albert,large,53,240,"{""n"": 53, ""m"": 5}",networkx_spring,3401141918,data/raw/synthetic/syn_barabasi_albert_large_0026.graphml,data/images/syn_barabasi_albert_large_0026.png
syn_barabasi_albert_large_0027,synthetic,barabasi_albert,large,67,192,"{""n"": 67, ""m"": 3}",networkx_spring,1909804857,data/raw/synthetic/syn_barabasi_albert_large_0027.graphml,data/images/syn_barabasi_albert_large_0027.png
syn_barabasi_albert_large_0028,synthetic,barabasi_albert,large,86,405,"{""n"": 86, ""m"": 5}",networkx_spring,3997613479,data/raw/synthetic/syn_barabasi_albert_large_0028.graphml,data/images/syn_barabasi_albert_large_0028.png
syn_barabasi_albert_large_0029,synthetic,barabasi_albert,large,97,460,"{""n"": 97, ""m"": 5}",networkx_spring,141776168,data/raw/synthetic/syn_barabasi_albert_large_0029.graphml,data/images/syn_barabasi_albert_large_0029.png
syn_barabasi_albert_large_0030,synthetic,barabasi_albert,large,65,186,"{""n"": 65, ""m"": 3}",networkx_spring,924341182,data/raw/synthetic/syn_barabasi_albert_large_0030.graphml,data/images/syn_barabasi_albert_large_0030.png
syn_barabasi_albert_large_0031,synthetic,barabasi_albert,large,72,272,"{""n"": 72, ""m"": 4}",networkx_spring,2043405081,data/raw/synthetic/syn_barabasi_albert_large_0031.graphml,data/images/syn_barabasi_albert_large_0031.png
syn_barabasi_albert_large_0032,synthetic,barabasi_albert,large,62,61,"{""n"": 62, ""m"": 1}",networkx_spring,865262527,data/raw/synthetic/syn_barabasi_albert_large_0032.graphml,data/images/syn_barabasi_albert_large_0032.png
syn_barabasi_albert_large_0033,synthetic,barabasi_albert,large,74,73,"{""n"": 74, ""m"": 1}",networkx_spring,1169266834,data/raw/synthetic/syn_barabasi_albert_large_0033.graphml,data/images/syn_barabasi_albert_large_0033.png
syn_barabasi_albert_large_0034,synthetic,barabasi_albert,large,92,267,"{""n"": 92, ""m"": 3}",networkx_spring,628301469,data/raw/synthetic/syn_barabasi_albert_large_0034.graphml,data/images/syn_barabasi_albert_large_0034.png
syn_barabasi_albert_large_0035,synthetic,barabasi_albert,large,98,465,"{""n"": 98, ""m"": 5}",networkx_spring,173329032,data/raw/synthetic/syn_barabasi_albert_large_0035.graphml,data/images/syn_barabasi_albert_large_0035.png
syn_barabasi_albert_large_0036,synthetic,barabasi_albert,large,71,268,"{""n"": 71, ""m"": 4}",networkx_spring,3344216766,data/raw/synthetic/syn_barabasi_albert_large_0036.graphml,data/images/syn_barabasi_albert_large_0036.png
syn_barabasi_albert_large_0037,synthetic,barabasi_albert,large,86,328,"{""n"": 86, ""m"": 4}",networkx_spring,2766839065,data/raw/synthetic/syn_barabasi_albert_large_0037.graphml,data/images/syn_barabasi_albert_large_0037.png
syn_barabasi_albert_large_0038,synthetic,barabasi_albert,large,83,82,"{""n"": 83, ""m"": 1}",networkx_spring,1564573733,data/raw/synthetic/syn_barabasi_albert_large_0038.graphml,data/images/syn_barabasi_albert_large_0038.png
syn_barabasi_albert_large_0039,synthetic,barabasi_albert,large,65,126,"{""n"": 65, ""m"": 2}",networkx_spring,1601635325,data/raw/synthetic/syn_barabasi_albert_large_0039.graphml,data/images/syn_barabasi_albert_large_0039.png
syn_barabasi_albert_large_0040,synthetic,barabasi_albert,large,99,194,"{""n"": 99, ""m"": 2}",networkx_spring,3398641981,data/raw/synthetic/syn_barabasi_albert_large_0040.graphml,data/images/syn_barabasi_albert_large_0040.png
syn_barabasi_albert_large_0041,synthetic,barabasi_albert,large,95,364,"{""n"": 95, ""m"": 4}",networkx_spring,3652779176,data/raw/synthetic/syn_barabasi_albert_large_0041.graphml,data/images/syn_barabasi_albert_large_0041.png
syn_barabasi_albert_large_0042,synthetic,barabasi_albert,large,66,189,"{""n"": 66, ""m"": 3}",networkx_spring,1140370588,data/raw/synthetic/syn_barabasi_albert_large_0042.graphml,data/images/syn_barabasi_albert_large_0042.png
syn_barabasi_albert_large_0043,synthetic,barabasi_albert,large,52,51,"{""n"": 52, ""m"": 1}",networkx_spring,2091924410,data/raw/synthetic/syn_barabasi_albert_large_0043.graphml,data/images/syn_barabasi_albert_large_0043.png
syn_barabasi_albert_large_0044,synthetic,barabasi_albert,large,54,200,"{""n"": 54, ""m"": 4}",networkx_spring,3844546065,data/raw/synthetic/syn_barabasi_albert_large_0044.graphml,data/images/syn_barabasi_albert_large_0044.png
syn_barabasi_albert_large_0045,synthetic,barabasi_albert,large,56,108,"{""n"": 56, ""m"": 2}",networkx_spring,3144606155,data/raw/synthetic/syn_barabasi_albert_large_0045.graphml,data/images/syn_barabasi_albert_large_0045.png
syn_barabasi_albert_large_0046,synthetic,barabasi_albert,large,58,112,"{""n"": 58, ""m"": 2}",networkx_spring,3866574650,data/raw/synthetic/syn_barabasi_albert_large_0046.graphml,data/images/syn_barabasi_albert_large_0046.png
syn_barabasi_albert_large_0047,synthetic,barabasi_albert,large,55,204,"{""n"": 55, ""m"": 4}",networkx_spring,3930898928,data/raw/synthetic/syn_barabasi_albert_large_0047.graphml,data/images/syn_barabasi_albert_large_0047.png
syn_barabasi_albert_large_0048,synthetic,barabasi_albert,large,87,252,"{""n"": 87, ""m"": 3}",networkx_spring,2061484570,data/raw/synthetic/syn_barabasi_albert_large_0048.graphml,data/images/syn_barabasi_albert_large_0048.png
syn_barabasi_albert_large_0049,synthetic,barabasi_albert,large,94,184,"{""n"": 94, ""m"": 2}",networkx_spring,42571541,data/raw/synthetic/syn_barabasi_albert_large_0049.graphml,data/images/syn_barabasi_albert_large_0049.png
syn_barabasi_albert_large_0050,synthetic,barabasi_albert,large,74,345,"{""n"": 74, ""m"": 5}",networkx_spring,951724669,data/raw/synthetic/syn_barabasi_albert_large_0050.graphml,data/images/syn_barabasi_albert_large_0050.png
syn_barabasi_albert_large_0051,synthetic,barabasi_albert,large,67,252,"{""n"": 67, ""m"": 4}",networkx_spring,3793281941,data/raw/synthetic/syn_barabasi_albert_large_0051.graphml,data/images/syn_barabasi_albert_large_0051.png
syn_barabasi_albert_large_0052,synthetic,barabasi_albert,large,86,168,"{""n"": 86, ""m"": 2}",networkx_spring,4000491694,data/raw/synthetic/syn_barabasi_albert_large_0052.graphml,data/images/syn_barabasi_albert_large_0052.png
syn_barabasi_albert_large_0053,synthetic,barabasi_albert,large,69,320,"{""n"": 69, ""m"": 5}",networkx_spring,884316315,data/raw/synthetic/syn_barabasi_albert_large_0053.graphml,data/images/syn_barabasi_albert_large_0053.png
syn_barabasi_albert_large_0054,synthetic,barabasi_albert,large,97,372,"{""n"": 97, ""m"": 4}",networkx_spring,2097900241,data/raw/synthetic/syn_barabasi_albert_large_0054.graphml,data/images/syn_barabasi_albert_large_0054.png
syn_barabasi_albert_large_0055,synthetic,barabasi_albert,large,93,182,"{""n"": 93, ""m"": 2}",networkx_spring,3194665371,data/raw/synthetic/syn_barabasi_albert_large_0055.graphml,data/images/syn_barabasi_albert_large_0055.png
syn_barabasi_albert_large_0056,synthetic,barabasi_albert,large,55,250,"{""n"": 55, ""m"": 5}",networkx_spring,1226567936,data/raw/synthetic/syn_barabasi_albert_large_0056.graphml,data/images/syn_barabasi_albert_large_0056.png
syn_barabasi_albert_large_0057,synthetic,barabasi_albert,large,64,295,"{""n"": 64, ""m"": 5}",networkx_spring,283666649,data/raw/synthetic/syn_barabasi_albert_large_0057.graphml,data/images/syn_barabasi_albert_large_0057.png
syn_barabasi_albert_large_0058,synthetic,barabasi_albert,large,90,344,"{""n"": 90, ""m"": 4}",networkx_spring,3108384157,data/raw/synthetic/syn_barabasi_albert_large_0058.graphml,data/images/syn_barabasi_albert_large_0058.png
syn_barabasi_albert_large_0059,synthetic,barabasi_albert,large,70,325,"{""n"": 70, ""m"": 5}",networkx_spring,3362520061,data/raw/synthetic/syn_barabasi_albert_large_0059.graphml,data/images/syn_barabasi_albert_large_0059.png
syn_barabasi_albert_large_0060,synthetic,barabasi_albert,large,71,330,"{""n"": 71, ""m"": 5}",networkx_spring,3124138965,data/raw/synthetic/syn_barabasi_albert_large_0060.graphml,data/images/syn_barabasi_albert_large_0060.png
syn_barabasi_albert_large_0061,synthetic,barabasi_albert,large,55,156,"{""n"": 55, ""m"": 3}",networkx_spring,656561646,data/raw/synthetic/syn_barabasi_albert_large_0061.graphml,data/images/syn_barabasi_albert_large_0061.png
syn_barabasi_albert_large_0062,synthetic,barabasi_albert,large,91,178,"{""n"": 91, ""m"": 2}",networkx_spring,3236915527,data/raw/synthetic/syn_barabasi_albert_large_0062.graphml,data/images/syn_barabasi_albert_large_0062.png
